id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
472126,81,Goal,0.88,0.632000008,0.072282203,Rafael Leão,h,7193,OpenPlay,2021,RightFoot,17100,AC Milan,Fiorentina,1,0,5/1/22 13:00,,BallRecovery
472128,86,MissedShots,0.905999985,0.400999985,0.013279237,Zlatan Ibrahimovic,h,1741,SetPiece,2021,Head,17100,AC Milan,Fiorentina,1,0,5/1/22 13:00,Theo Hernández,Aerial
472108,0,BlockedShot,0.949000015,0.505999985,0.148346871,Arthur Cabral,a,10377,OpenPlay,2021,RightFoot,17100,AC Milan,Fiorentina,1,0,5/1/22 13:00,Nicolás González,LayOff
472109,10,MissedShots,0.855999985,0.397000008,0.038436137,Igor Julio,a,7943,FromCorner,2021,LeftFoot,17100,AC Milan,Fiorentina,1,0,5/1/22 13:00,Cristiano Biraghi,Cross
472112,20,SavedShot,0.846999969,0.668000031,0.040366508,Riccardo Saponara,a,1313,OpenPlay,2021,RightFoot,17100,AC Milan,Fiorentina,1,0,5/1/22 13:00,Alfred Duncan,Pass
472113,23,BlockedShot,0.9,0.484000015,0.133673027,Nicolás González,a,7074,OpenPlay,2021,LeftFoot,17100,AC Milan,Fiorentina,1,0,5/1/22 13:00,Youssef Maleh,Pass
472119,45,BlockedShot,0.659000015,0.4,0.011263567,Nicolás González,a,7074,OpenPlay,2021,LeftFoot,17100,AC Milan,Fiorentina,1,0,5/1/22 13:00,Sofyan Amrabat,Pass
472121,48,BlockedShot,0.805,0.610999985,0.039447933,Sofyan Amrabat,a,7927,OpenPlay,2021,RightFoot,17100,AC Milan,Fiorentina,1,0,5/1/22 13:00,Riccardo Saponara,Pass
472125,75,SavedShot,0.948000031,0.572000008,0.060978107,Arthur Cabral,a,10377,OpenPlay,2021,Head,17100,AC Milan,Fiorentina,1,0,5/1/22 13:00,Cristiano Biraghi,Aerial
472127,85,MissedShots,0.794000015,0.485999985,0.043519333,Lucas Martínez Quarta,a,9019,OpenPlay,2021,RightFoot,17100,AC Milan,Fiorentina,1,0,5/1/22 13:00,Arthur Cabral,HeadPass
470857,3,Goal,0.945,0.487999992,0.566908896,Ciro Immobile,h,1209,OpenPlay,2021,LeftFoot,17091,Lazio,AC Milan,1,2,4/24/22 18:45,Sergej Milinkovic-Savic,Cross
470860,23,SavedShot,0.835,0.69,0.048659563,Luis Alberto,h,1219,OpenPlay,2021,RightFoot,17091,Lazio,AC Milan,1,2,4/24/22 18:45,,None
470863,29,MissedShots,0.755,0.34,0.024686933,Manuel Lazzari,h,6180,OpenPlay,2021,RightFoot,17091,Lazio,AC Milan,1,2,4/24/22 18:45,Thomas Strakosha,Pass
470865,33,BlockedShot,0.761999969,0.489000015,0.035688072,Luis Alberto,h,1219,OpenPlay,2021,RightFoot,17091,Lazio,AC Milan,1,2,4/24/22 18:45,Sergej Milinkovic-Savic,Pass
470880,65,MissedShots,0.9,0.590999985,0.01319803,Francesco Acerbi,h,1463,FromCorner,2021,Head,17091,Lazio,AC Milan,1,2,4/24/22 18:45,Danilo Cataldi,Aerial
470881,68,MissedShots,0.7,0.276000004,0.010576508,Sergej Milinkovic-Savic,h,1543,OpenPlay,2021,RightFoot,17091,Lazio,AC Milan,1,2,4/24/22 18:45,Manuel Lazzari,Pass
470883,74,BlockedShot,0.816999969,0.394000015,0.053532194,Sergej Milinkovic-Savic,h,1543,OpenPlay,2021,LeftFoot,17091,Lazio,AC Milan,1,2,4/24/22 18:45,Francesco Acerbi,LayOff
470858,8,BlockedShot,0.790999985,0.735,0.053125545,Sandro Tonali,a,7958,DirectFreekick,2021,RightFoot,17091,Lazio,AC Milan,1,2,4/24/22 18:45,,Standard
470859,16,MissedShots,0.929000015,0.454000015,0.059178457,Olivier Giroud,a,502,OpenPlay,2021,Head,17091,Lazio,AC Milan,1,2,4/24/22 18:45,Junior Messias,Chipped
470861,27,MissedShots,0.919000015,0.665999985,0.068397373,Rafael Leão,a,7193,OpenPlay,2021,LeftFoot,17091,Lazio,AC Milan,1,2,4/24/22 18:45,Franck Kessié,Pass
470862,28,SavedShot,0.911999969,0.658000031,0.067749172,Franck Kessié,a,1489,OpenPlay,2021,LeftFoot,17091,Lazio,AC Milan,1,2,4/24/22 18:45,Rafael Leão,Pass
470864,31,SavedShot,0.806999969,0.746999969,0.016977217,Rafael Leão,a,7193,OpenPlay,2021,RightFoot,17091,Lazio,AC Milan,1,2,4/24/22 18:45,Pierre Kalulu Kyatengwa,BallRecovery
470866,36,MissedShots,0.956999969,0.530999985,0.068439581,Olivier Giroud,a,502,OpenPlay,2021,Head,17091,Lazio,AC Milan,1,2,4/24/22 18:45,Davide Calabria,Aerial
470867,36,BlockedShot,0.791999969,0.705,0.022114554,Rafael Leão,a,7193,OpenPlay,2021,RightFoot,17091,Lazio,AC Milan,1,2,4/24/22 18:45,Brahim Diaz,Pass
470868,37,BlockedShot,0.905999985,0.442000008,0.086828619,Sandro Tonali,a,7958,OpenPlay,2021,RightFoot,17091,Lazio,AC Milan,1,2,4/24/22 18:45,Junior Messias,HeadPass
470869,37,BlockedShot,0.858000031,0.495999985,0.029186247,Brahim Diaz,a,6421,FromCorner,2021,LeftFoot,17091,Lazio,AC Milan,1,2,4/24/22 18:45,,Aerial
470870,43,SavedShot,0.755,0.73,0.040802177,Theo Hernández,a,2547,DirectFreekick,2021,LeftFoot,17091,Lazio,AC Milan,1,2,4/24/22 18:45,,Standard
470871,46,BlockedShot,0.856999969,0.372999992,0.062076952,Olivier Giroud,a,502,OpenPlay,2021,LeftFoot,17091,Lazio,AC Milan,1,2,4/24/22 18:45,Brahim Diaz,Pass
470872,46,BlockedShot,0.858000031,0.482000008,0.06702967,Junior Messias,a,8838,OpenPlay,2021,RightFoot,17091,Lazio,AC Milan,1,2,4/24/22 18:45,,Rebound
470873,49,Goal,0.953000031,0.527999992,0.597882748,Olivier Giroud,a,502,OpenPlay,2021,LeftFoot,17091,Lazio,AC Milan,1,2,4/24/22 18:45,Rafael Leão,Pass
470874,56,MissedShots,0.9,0.430999985,0.06509757,Fikayo Tomori,a,703,SetPiece,2021,Head,17091,Lazio,AC Milan,1,2,4/24/22 18:45,Theo Hernández,Cross
470875,58,BlockedShot,0.859000015,0.475999985,0.067624755,Brahim Diaz,a,6421,FromCorner,2021,RightFoot,17091,Lazio,AC Milan,1,2,4/24/22 18:45,,None
470876,58,MissedShots,0.956999969,0.392000008,0.241033077,Junior Messias,a,8838,FromCorner,2021,LeftFoot,17091,Lazio,AC Milan,1,2,4/24/22 18:45,Rafael Leão,Cross
470877,60,BlockedShot,0.744000015,0.695,0.014914822,Rafael Leão,a,7193,OpenPlay,2021,RightFoot,17091,Lazio,AC Milan,1,2,4/24/22 18:45,Fikayo Tomori,TakeOn
470878,61,MissedShots,0.9,0.33,0.059931297,Junior Messias,a,8838,OpenPlay,2021,LeftFoot,17091,Lazio,AC Milan,1,2,4/24/22 18:45,Pierre Kalulu Kyatengwa,GoodSkill
470879,64,MissedShots,0.594000015,0.805999985,0.00772363,Rafael Leão,a,7193,OpenPlay,2021,RightFoot,17091,Lazio,AC Milan,1,2,4/24/22 18:45,,BallRecovery
470882,69,SavedShot,0.733000031,0.698000031,0.010605021,Zlatan Ibrahimovic,a,1741,OpenPlay,2021,RightFoot,17091,Lazio,AC Milan,1,2,4/24/22 18:45,Sandro Tonali,Chipped
470884,83,SavedShot,0.888000031,0.701999969,0.035589054,Rafael Leão,a,7193,OpenPlay,2021,LeftFoot,17091,Lazio,AC Milan,1,2,4/24/22 18:45,Ante Rebic,TakeOn
470885,84,SavedShot,0.746999969,0.549000015,0.020822752,Ante Rebic,a,1852,OpenPlay,2021,LeftFoot,17091,Lazio,AC Milan,1,2,4/24/22 18:45,,Dispossessed
470886,88,BlockedShot,0.88,0.404000015,0.05881029,Zlatan Ibrahimovic,a,1741,OpenPlay,2021,RightFoot,17091,Lazio,AC Milan,1,2,4/24/22 18:45,Theo Hernández,Cross
470887,89,MissedShots,0.76,0.615,0.016684026,Theo Hernández,a,2547,FromCorner,2021,LeftFoot,17091,Lazio,AC Milan,1,2,4/24/22 18:45,,None
470888,91,Goal,0.954000015,0.505,0.61878258,Sandro Tonali,a,7958,OpenPlay,2021,RightFoot,17091,Lazio,AC Milan,1,2,4/24/22 18:45,Zlatan Ibrahimovic,HeadPass
